taxon,PC1,PC2,PC3,PC4,PC5
Paraprevotella clara,-3.3246759965503143,1.237883778683067,-0.31507322725495673,-0.7781333648329979,0.5137934212642445
Paraprevotella xylaniphila,-3.402220197775148,1.3158796860247937,-0.339087617098382,-0.834597936946376,0.5780821435148243
Parasutterella excrementihominis,-2.0704202220261343,0.09950437569239734,0.2676882914089457,0.01954726993371346,-0.0015941894358543485
Pediococcus acidilactici,-0.5271983058806655,-1.1864757611336278,-0.5371245182366353,0.9693616156229687,-1.622845282695327
Phascolarctobacterium faecium,-3.1501726855253276,1.0157754566862969,-0.0620932607972453,-0.5509604177339734,0.4005159625372945
Phascolarctobacterium sp CAG 266,-3.297225467633484,1.1983223177465259,-0.10459161314750653,-0.5903125013790259,0.5256276570592135
Phascolarctobacterium succinatutens,-2.9088043972603006,0.8468441739392523,0.05831392452062719,-0.4458352806140577,0.3467678312553746
Porphyromonas asaccharolytica,-2.635195660499406,0.7494951300073326,-0.8517915510958805,-0.14322463845398758,0.1871841871470185
Porphyromonas endodontalis,-2.5005693309377843,0.6057163519390263,-0.13854148029922853,-0.3350461157810837,0.0001570390622644413
Porphyromonas sp HMSC065F10,-2.519535708089139,0.6045249756347579,-0.16480455444498326,-0.31716177569209464,-0.016061750408982403
Porphyromonas uenonis,-2.7116022620850435,0.6958747111243453,-0.3824363952546577,-0.4859339233615598,-0.10395214234795665
Prevotella bivia,-2.778322913914278,0.8105264571836833,-0.5164184321680505,-0.5590058604548827,0.17293657501212473
Prevotella buccalis,-2.713358821090819,0.6046011258850739,-0.48692463174397627,-0.27208919199286136,-0.0899040100188543
Prevotella copri,-2.8457688446515745,0.8692107564599743,-0.37281743638153947,-0.6283717736559686,0.196653164141031
Prevotella corporis,-3.454264754361465,1.375277506168381,-0.3649545919856856,-0.8905314248075218,0.5877313937915611
Prevotella sp 885,-3.3589128274919062,1.2539661891158387,-0.2770627914602783,-0.7993461383266551,0.4865273206935723
Prevotella sp AM42 24,-2.970581799155179,0.9328971269664066,-0.33319792253414204,-0.6189836710951748,0.28000576675407807
Prevotella sp CAG 1031,-3.114790798887933,0.9308264253557634,-0.464413903132184,-0.6462954844003803,0.159203851951498
Prevotella sp CAG 1185,-3.2145131054522382,1.0752598439297811,-0.09057909703514509,-0.537614782346628,0.3383039775099938
Prevotella sp CAG 279,-3.033770198167178,0.9290008611368615,-0.24041523174057994,-0.5479940257578375,0.2666647321007152
Prevotella sp CAG 520,-3.166802516878161,1.0714718493385156,-0.2126266133655323,-0.6302776477930381,0.32935741708997957
Prevotella sp CAG 891,-3.2209463744206914,1.109066067446498,-0.2767258552201022,-0.6737986687798818,0.3805551514714818
Prevotella stercorea,-3.202430252247428,1.1052893310207559,-0.17359051773895606,-0.6252619140230581,0.36630211745735847
Prevotella timonensis,-2.8950154704487647,0.9666713693829819,-0.509289851937036,-0.5615370275313863,0.24104394315443894
Propionibacterium acidifaciens,-2.756064395577565,0.894502952881403,0.14474385678213586,-0.30356978909830984,0.48883066236860473
Proteus mirabilis,4.583615690497162,-5.240363286338819,1.5439442383101063,2.855615886020032,-3.4523447809951744
Pseudocitrobacter faecalis,9.133526968293925,-5.3494337958613265,0.19742379380636638,2.888159358840817,-3.6911895435908617
Pyramidobacter piscolens,-3.0130242710614032,1.0661668227339738,-0.441730198997532,-0.6241624136032013,0.35451704881437623
Raoultella ornithinolytica,28.783273114243936,-8.682485949687205,7.158579834944525,-13.770851977508643,-1.299399567658767
Raoultella planticola,23.81614682398019,-8.26538231398887,4.8627572998335316,-9.567206207491473,-2.770791870628784
Raoultella terrigena,21.68948447296526,-10.841075210950894,1.422730590298419,-0.5173415344647769,-3.2544486153693475
Romboutsia ilealis,-2.5095397579287733,0.8078782404866194,-0.5677240778417618,-0.22539477262991206,0.4283466299804355
Roseburia faecis,-2.9704404929849177,0.9610701450963421,-0.19594900663148168,-0.46637717473742785,0.39249510154944334
Roseburia hominis,-2.932037256541891,0.9431000837839577,-0.2779892842227324,-0.5367925365809341,0.3553078108831552
Roseburia intestinalis,-1.7929237099514617,0.5107554303031381,-0.7747791330404847,0.031008765046733503,0.7833436796230634
Roseburia inulinivorans,-2.5163759881591443,0.6620621378821365,-0.48029803564734896,-0.21269648393904786,0.3806962843467936
Roseburia sp CAG 182,-3.046500623856513,0.9932525797238674,-0.1627637395735519,-0.40708392646907604,0.35423207312493077
Roseburia sp CAG 303,-3.0248025181644262,0.9878783735380712,-0.2944935552513444,-0.5799824990613642,0.35244997648468535
Roseburia sp CAG 309,-3.094544908299972,1.0713687903712523,-0.20026302122918527,-0.5661799685533763,0.34219943833858274
Roseburia sp CAG 471,-3.181140882659209,1.135173768377566,-0.20859950448530762,-0.5935054306131627,0.49664922907293885
Rothia aeria,-2.5312388912262307,0.6039435767468919,-0.13982366081795464,-0.28385511380488254,-0.03945609033461038
Rothia mucilaginosa,-2.777255615037009,0.8056921510719286,-0.22029528308600865,-0.339565817254494,0.06026741451939517
Ruminococcus bicirculans,-2.6966571319668207,0.7358370756259214,-0.17444928233686727,-0.26841619505124326,0.23885119635910998
Ruminococcus bromii,-3.262110276385571,1.245179032569676,-0.03992832047915922,-0.584381632927414,0.6622153005878053
Ruminococcus callidus,-3.218919907148513,1.1897800735050612,-0.08636544614069204,-0.6191240107962975,0.585503424715855
Ruminococcus gnavus,-2.0162588890850532,0.40023866184435264,-0.5765375943112556,-0.21358065041497765,0.24648197464765206
Ruminococcus lactaris,-3.048022674097913,1.0565221447474866,-0.189404918173841,-0.5126367685422988,0.47844844714922524
Ruminococcus sp CAG 330,-3.2258316053088167,1.1785968081142353,-0.02197549130927274,-0.5868128768188392,0.6222852411800431
Ruminococcus sp CAG 403,-2.9616532415466863,0.9357209047172865,-0.05183398678641689,-0.4086653786629071,0.39739677683148666
Ruminococcus sp CAG 488,-3.510455705025636,1.3915257365178477,-0.2891519178036912,-0.786643132554147,0.5933180444340793
Ruminococcus sp CAG 563,-2.42274007072081,0.5341839026853431,-0.06785301511041636,-0.2121609188168551,-0.02547155782928333
Ruminococcus sp CAG 579,-2.9743996592244155,0.9310403207891457,-0.04898500692854762,-0.38521939142641587,0.33532243370176984
Ruminococcus torques,-1.641161805783067,0.13305432912295503,-0.39993453186439604,-0.05755988218270473,0.04100249946307348
Ruthenibacterium lactatiformans,-3.1529288473918924,1.0884260556344332,-0.14931753066995007,-0.48130657843005226,0.421863334662888
Sanguibacteroides justesenii,-2.3961399908579626,0.511035154759315,-0.1533983319570177,-0.24506816498255174,-0.07145786482254478
Sellimonas intestinalis,-3.216188324606514,1.1683768669477366,-0.18990029816849147,-0.5942167169795324,0.5145433463963696
Stenotrophomonas maltophilia,-1.8991096335320958,-0.43300364967384897,0.3945376729942424,0.4759190658875463,-1.0486365711879697
Streptococcus agalactiae,-2.281747896452103,0.33589831085388516,-0.20419855256197417,-0.04611378203756181,-0.39793031553810265
Streptococcus australis,-2.5816295610800233,0.5009600636415547,-0.020837320293792216,0.07479764635727756,-0.12215679872657591
Streptococcus downei,-2.7646678002006753,0.74006346363572,-0.32742111227295523,-0.34774882879647484,0.06271955476860168
Streptococcus gallolyticus,-2.6827048254996178,0.6817993660268362,-0.36715635137178,-0.22519562578672278,0.04175956977509633
Streptococcus gordonii,-1.7526176569434626,-0.13394065993438406,-0.11586215554810783,0.37920489970481797,-0.6720284431383985
Streptococcus infantarius,-2.619798350358254,0.5159506387279438,0.0012719897341717072,0.19191687987572173,-0.07436884375506607
Streptococcus infantis,-1.9042309082010604,-0.04673794776111437,0.17607298114539913,0.5979861578542461,-0.4430969961766845
Streptococcus lutetiensis,-2.5608428695048637,0.5599295297405662,-0.2287355345873585,-0.015137276593585353,-0.16237165158954123
Streptococcus mitis,-1.116708448890614,0.06078673698628227,-0.36864220151352795,0.8781017415455858,-0.22022276919790673
Streptococcus mutans,-2.810844450052238,0.7679279101750057,-0.17311158022107317,-0.36847898584016675,0.04348883546184685
Streptococcus oralis,-0.5478936115668156,-0.6475835133720109,-0.606444959486395,1.034300736185517,-0.408492922908815
Streptococcus parasanguinis,-1.9061293165742232,-0.15440948815302832,0.017316769735319287,0.31315722901705983,-0.4952505477800765
Streptococcus pasteurianus,-0.8051364731327072,0.027296385743841467,-1.1070290276648267,1.138556029318683,0.07329164098377067
Streptococcus salivarius,-1.6415151554133773,0.20900558596803107,-0.39572800318097723,0.5591203540062584,-0.0625416809697143
Streptococcus sanguinis,-2.5754266925459293,0.502602581410879,-0.17939495401787153,-0.15179846007113998,-0.2988991803687075
Streptococcus sobrinus,-2.87582121412762,0.8647928130779953,-0.31907060752620464,-0.49712807591642666,0.10197014025449722
Streptococcus thermophilus,-1.909345682729307,0.2932160967714006,-0.19871460012829856,0.6490847519519433,-0.09949322752575052
Streptococcus vestibularis,-1.8492257830350627,0.24630314891880914,-0.2879838986631993,0.4626684677609848,-0.01149980833363002
Turicibacter sanguinis,-2.631653793904597,0.5975670347550172,-0.29116971804480557,-0.2056352918522263,0.023334212543844164
Tyzzerella nexilis,-3.215033023883404,1.126276120999601,-0.2595176304888433,-0.5162875758157655,0.4530210764099619
Veillonella atypica,-2.1678844328664573,0.24543706897612355,0.26842586687415537,0.17003551649626444,-0.08653673566519735
Veillonella dispar,-2.0435523011798216,0.32123359766940474,0.11550531068929965,0.07815450009779065,-0.056671915858158436
Veillonella infantium,-2.4291085979315703,0.44037582565339134,0.22389517604627923,0.02169511201822774,0.04652984596910727
Veillonella parvula,-1.3577014834008412,0.22495674060419935,-0.030765291150474737,0.40089279064055594,0.19080194094544978
Veillonella rogosae,-2.222990538662196,0.22722044199040084,0.46295813990881607,0.23889517292868512,-0.032633771826838215
Veillonella sp CAG 933,-2.803445598791346,0.6590185672753794,0.4122023126950969,-0.07200269169160457,0.2894075263883863
Veillonella tobetsuensis,-2.0664798292909268,0.17304403962324794,0.24906568191810075,0.18575892454697768,-0.1334660607637145
Victivallis vadensis,-3.0338568015494065,0.981085401712284,0.003308490066576686,-0.46511907737885805,0.3424142843674166
Weissella cibaria,-2.1319538646052583,0.0039712569111946955,1.2504936430967115,0.23888349120403582,-0.4271223681363848
Weissella confusa,-2.161940126602505,0.0033237601722528043,1.1733196622978825,0.31309082495938845,-0.5382638318725045
