OTUname,phylum,class,order,family,genus,species,A,B,C,clFDR
OTU_893,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,0,0,0,0.19879575545914266
OTU_392,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified Victivallaceae,unclassified Victivallaceae,0,0,0,0.1987957554591427
OTU_1054,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,unclassified Fusobacteriaceae,unclassified Fusobacteriaceae,0,0,0,0.1987957554591427
OTU_1445,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,unclassified Fusobacteriaceae,unclassified Fusobacteriaceae,0,0,0,0.1987957554591427
OTU_1208,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,unclassified Anaerofustis,0,0,0,0.1987957554591427
OTU_784,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,unclassified Anaerofustis,0,0,0,0.1987957554591427
OTU_633,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Trigonala,elaeagnus,0,0,0,0.1987957554591427
OTU_1210,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.1987957554591427
OTU_200,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,unclassified SMB53,0,0,0,0.2006077243361723
OTU_683,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans,-2.05374891063182,0,0,0.20110195223624686
OTU_838,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.20369712744705915
OTU_451,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.20369712744705915
OTU_112,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.20369712744705915
OTU_202,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.20369712744705915
OTU_1362,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.2041917119651269
OTU_301,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,cateniformis,0,0,0,0.2041917119651269
OTU_413,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,unclassified Erysipelotrichaceae,0,0,0,0.2049835936504756
OTU_1192,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,unclassified Odoribacter,-1.96859166918659,0,0,0.20736045104782255
OTU_43,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20767419024043438
OTU_64,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20778908767471227
OTU_212,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,-1.95996398454005,0,0,0.20785493304075195
OTU_499,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20790153749252757
OTU_485,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.20791632906374116
OTU_1315,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2079979329177717
OTU_144,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula,-1.95996398454005,0,0,0.20823097730584797
OTU_922,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified Streptococcus,-1.95996398454005,0,0,0.20865819428799
OTU_1139,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20865819428799
OTU_677,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20865819428799
OTU_795,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20865819428799
OTU_899,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20865819428799
OTU_1074,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,-1.95996398454005,0,0,0.2087394812686657
OTU_930,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,-1.95996398454005,0,0,0.2087394812686657
OTU_1289,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified Fusobacterium,-1.95996398454005,0,0,0.2087394812686657
OTU_892,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2087394812686657
OTU_833,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2087394812686657
OTU_1277,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2087394812686657
OTU_979,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20873948126866576
OTU_498,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.20895968176583482
OTU_356,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20921529447413392
OTU_769,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,symbiosum,-2.70950030675198,0,0,0.2092903493765294
OTU_29,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.20931102207212232
OTU_1443,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis,0,0,0,0.20958405697187416
OTU_640,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,unclassified Peptostreptococcus,0,0,0,0.20979933722360944
OTU_83,Cyanobacteria,Candidatus Melainabacteria,Candidatus Gastranaerophilales,Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,0,0,0,0.20979933722360944
OTU_241,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,unclassified Porphyromonas,0,0,0,0.20979933722360944
OTU_331,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,guilliermondii,-1.95996398454005,0,0,0.21002963168635463
OTU_1112,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.21060852283223905
OTU_975,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.21118209737365426
OTU_645,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium,1.95996398454005,1.95996398454005,0,0.21154360487453486
OTU_960,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium,1.95996398454005,1.95996398454005,0,0.21154360487453486
OTU_871,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,unclassified Providencia,-2.05374891063182,0,0,0.21165813587364374
OTU_412,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans,-2.05374891063182,0,0,0.21165813587364374
OTU_59,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,unclassified Odoribacter,-1.96859166918659,0,0,0.212856637462718
OTU_1071,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,-1.95996398454005,0,0,0.21292672984176614
OTU_799,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.21292672984176614
OTU_214,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.21314307682873196
OTU_5,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,unclassified Parabacteroides,0,1.95996398454005,0,0.2134738883513232
OTU_896,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.21481954310270518
OTU_208,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,unclassified Proteus,-2.05374891063182,0,0,0.21508624696268214
OTU_240,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Eubacterium,dolichum,0,0,0,0.21590657675577507
OTU_488,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.21610898555556962
OTU_862,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,unclassified Megasphaera,0,0,-1.95996398454005,0.21637453778894017
OTU_531,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.21639298894091558
OTU_68,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.216438357565952
OTU_1163,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,unclassified Butyricimonas,-1.96859166918659,0,0,0.2166838943481477
OTU_184,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.2171021879113809
OTU_205,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.2177866285867318
OTU_840,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.21781718782763893
OTU_672,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.2193336475761638
OTU_515,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,unclassified Odoribacter,-1.96859166918659,0,0,0.21946273545018935
OTU_998,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,unclassified Odoribacter,-1.96859166918659,0,0,0.21946273545018935
OTU_445,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,unclassified Odoribacter,-1.96859166918659,0,0,0.21946273545018935
OTU_355,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.2196178796994346
OTU_45,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,hormaechei,-2.05374891063182,0,0,0.21987678415906517
OTU_760,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,unclassified Actinomyces,-1.95996398454005,0,0,0.2201499927664084
OTU_1275,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,-1.95996398454005,0,0,0.22015398670096964
OTU_1422,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,luteciae,-1.95996398454005,0,0,0.22015398670096964
OTU_860,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,luteciae,-1.95996398454005,0,0,0.22015398670096964
OTU_995,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,unclassified Enhydrobacter,-1.95996398454005,0,0,0.22015398670096964
OTU_1181,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified Fusobacterium,-1.95996398454005,0,0,0.22015398670096964
OTU_1007,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22015398670096964
OTU_1228,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22015398670096964
OTU_1229,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22015398670096964
OTU_1157,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22015398670096964
OTU_970,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans,-2.05374891063182,0,0,0.22103960532197126
OTU_47,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22111662316019381
OTU_178,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2222662791602243
OTU_199,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22230533303350833
OTU_328,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,unclassified Butyricimonas,-1.96859166918659,0,0,0.22236008448469957
OTU_95,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified Fusobacterium,-1.95996398454005,0,0,0.22302710113270563
OTU_486,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22302710113270563
OTU_247,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctus,0,0,0,0.22445160775649362
OTU_376,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Eubacterium,dolichum,0,0,0,0.22496960759339527
OTU_543,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,-1.95996398454005,0,0,0.2259545928227708
OTU_316,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.22657497351644929
OTU_307,Cyanobacteria,Chloroplast,Streptophyta,unclassified Streptophyta,unclassified Streptophyta,unclassified Streptophyta,0,0,0,0.22750877118242652
OTU_327,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,aerilata,0,0,1.95996398454005,0.22811397524868215
OTU_1388,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,guillouiae,-1.95996398454005,0,0,0.22826891940050364
OTU_872,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula,-1.95996398454005,0,0,0.22834265156036318
OTU_608,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unclassified Acinetobacter,-1.95996398454005,0,0,0.2304133100363594
OTU_375,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,WAL_1855D,unclassified WAL_1855D,0,0,0,0.23078191566863043
OTU_476,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.23094403560832089
OTU_1165,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,endodontalis,0,0,0,0.23094403560832089
OTU_260,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.23236684584147246
OTU_815,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2323668458414725
OTU_93,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus,unclassified Acidaminococcus,0,0,0,0.23480644328252046
OTU_659,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,-1.95996398454005,0,0,0.23507040498563345
OTU_1211,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.23507040498563345
OTU_1031,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,ruminantium,-2.70950030675198,0,0,0.23666914667830624
OTU_789,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,difficile,-2.70950030675198,0,0,0.23666914667830624
OTU_547,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.23670744530412519
OTU_913,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis,0,0,0,0.23737786101529648
OTU_304,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified Fusobacterium,-1.95996398454005,0,0,0.24319063775746988
OTU_1413,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,1.95996398454005,1.95996398454005,0,0.24351411098965203
OTU_452,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,0,0,0,0.24570782716254047
OTU_1448,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.24635600128058718
OTU_1058,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.24819590125510496
OTU_686,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified Clostridium,-2.70950030675198,0,0,0.2490223429060047
OTU_428,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.25114900174341825
OTU_800,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.25114900174341825
OTU_644,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,unclassified Peptoniphilus,0,0,0,0.25114900174341825
OTU_495,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,-2.05374891063182,0,0,0.2516272045129646
OTU_115,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified Streptococcus,-1.95996398454005,0,0,0.2517743398068869
OTU_97,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,unclassified Desulfovibrio,0,0,0,0.2531127010873315
OTU_1286,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified Streptococcus,-1.95996398454005,0,0,0.25398747439486463
OTU_292,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.25502226793928134
OTU_12,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unclassified Rikenellaceae,unclassified Rikenellaceae,0,0,0,0.25525252077155963
OTU_1430,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,1.95996398454005,1.95996398454005,0,0.26006648541196237
OTU_1133,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unclassified Rikenellaceae,unclassified Rikenellaceae,0,0,0,0.2607286284275763
OTU_491,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava,0,0,0,0.2612505636533695
OTU_909,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,unclassified Butyricimonas,-1.96859166918659,0,0,0.2613404945922845
OTU_844,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.26178058267302856
OTU_553,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,unclassified Dialister,0,0,0,0.26178058267302856
OTU_920,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified Streptococcus,-1.95996398454005,0,0,0.2617994030028956
OTU_78,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified Clostridium,-2.70950030675198,0,0,0.26217314369799466
OTU_231,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,unclassified Oscillospira,-1.95996398454005,0,0,0.2651382965668109
OTU_250,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2692958638724937
OTU_619,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia,1.95996398454005,0,0,0.26931406072405223
OTU_458,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26931932950858023
OTU_378,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia,1.95996398454005,0,0,0.2693320229815961
OTU_62,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.26939407084259875
OTU_154,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia,1.95996398454005,0,0,0.26949917326235373
OTU_669,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia,1.95996398454005,0,0,0.26950315806741576
OTU_437,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,1.95996398454005,0,0,0.2695169428281233
OTU_272,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26953653292532737
OTU_167,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26953653292532737
OTU_818,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26953653292532737
OTU_436,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26953653292532737
OTU_938,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.2695365329253274
OTU_25,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,crossotus,1.95996398454005,0,0,0.2695365329253274
OTU_690,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,unclassified Epulopiscium,1.95996398454005,0,0,0.2695365329253274
OTU_514,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,1.95996398454005,0,0,0.26957884190483045
OTU_87,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.269599378954
OTU_1369,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,unclassified Desulfovibrio,0,0,0,0.269599378954
OTU_721,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,0,0,0,0.269599378954
OTU_320,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.2696365241483597
OTU_442,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26978652805347947
OTU_1408,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans,1.95996398454005,0,0,0.2699987215871127
OTU_757,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26999872158711274
OTU_398,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,unclassified Leuconostocaceae,unclassified Leuconostocaceae,1.95996398454005,0,0,0.26999872158711274
OTU_587,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,unclassified Coriobacteriaceae,unclassified Coriobacteriaceae,1.95996398454005,0,0,0.26999872158711274
OTU_695,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,hungatei,1.95996398454005,0,0,0.26999872158711274
OTU_1200,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26999872158711274
OTU_1176,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26999872158711274
OTU_649,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,cinnamivorans,1.95996398454005,0,0,0.26999872158711274
OTU_1398,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26999872158711274
OTU_529,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26999872158711274
OTU_480,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26999872158711274
OTU_508,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.26999872158711274
OTU_232,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26999872158711274
OTU_636,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.26999872158711274
OTU_694,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella,1.95996398454005,0,0,0.26999872158711274
OTU_1278,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,pallens,1.95996398454005,0,0,0.26999872158711274
OTU_1013,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,unclassified Coprococcus,1.95996398454005,0,0,0.26999872158711274
OTU_629,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,unclassified Coprococcus,1.95996398454005,0,0,0.26999872158711274
OTU_229,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.26999872158711274
OTU_919,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,citroniae,1.95996398454005,0,0,0.26999872158711274
OTU_103,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2702356045492615
OTU_1331,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,1.95996398454005,0,0,0.27037390470744327
OTU_848,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.2705862026105821
OTU_706,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,stercorea,1.95996398454005,0,0,0.2705862026105821
OTU_52,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,unclassified Lachnospira,1.95996398454005,0,0,0.27083539434747395
