OTUname,phylum,class,order,family,genus,species,A,B,C,clFDR
OTU_1135,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_1231,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_1092,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_527,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,unclassified Peptoniphilus,0,0,0,0.16939091589557473
OTU_652,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus,unclassified Anaerococcus,0,0,0,0.16939091589557473
OTU_181,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unclassified Methanobrevibacter,0,0,0,0.17230868059236906
OTU_117,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,unclassified Erysipelotrichaceae,0,0,0,0.17246538912399234
OTU_679,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,unclassified Scardovia,0,0,0,0.172610370798398
OTU_895,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,durum,0,0,0,0.172610370798398
OTU_933,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified Corynebacterium,0,0,0,0.172610370798398
OTU_668,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified Corynebacterium,0,0,0,0.172610370798398
OTU_1041,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,veronii,0,0,0,0.172610370798398
OTU_664,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,unclassified Sutterella,0,0,0,0.172610370798398
OTU_1418,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,unclassified Sutterella,0,0,0,0.172610370798398
OTU_1151,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,unclassified Delftia,0,0,0,0.172610370798398
OTU_766,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,ureolyticus,0,0,0,0.172610370798398
OTU_288,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,vadinCA11,unclassified vadinCA11,0,0,0,0.172610370798398
OTU_367,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,unclassified Methanomassiliicoccus,0,0,0,0.172610370798398
OTU_1115,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,unclassified Ochrobactrum,0,0,0,0.172610370798398
OTU_101,Proteobacteria,Alphaproteobacteria,RF32,unclassified RF32,unclassified RF32,unclassified RF32,0,0,0,0.172610370798398
OTU_747,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,unclassified Cloacibacillus,0,0,0,0.172610370798398
OTU_1238,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified Leptotrichia,0,0,0,0.172610370798398
OTU_703,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfurispora,unclassified Desulfurispora,0,0,0,0.172610370798398
OTU_808,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,unclassified Dehalobacterium,0,0,0,0.172610370798398
OTU_745,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,unclassified Dehalobacterium,0,0,0,0.172610370798398
OTU_804,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,unclassified Dehalobacterium,0,0,0,0.172610370798398
OTU_1136,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,unclassified Anaerofustis,0,0,0,0.172610370798398
OTU_1084,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.172610370798398
OTU_812,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.172610370798398
OTU_522,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.172610370798398
OTU_704,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,'Solanum,tuberosum' phytoplasma,0,0,0,0.172610370798398
OTU_446,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,unclassified Sarcina,0,0,0,0.172610370798398
OTU_1080,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.172610370798398
OTU_1447,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unclassified Rikenellaceae,unclassified Rikenellaceae,0,0,0,0.172610370798398
OTU_171,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unclassified Rikenellaceae,unclassified Rikenellaceae,0,0,0,0.172610370798398
OTU_42,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,gadei,0,0,0,0.172610370798398
OTU_127,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_1371,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_158,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_1417,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_736,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_215,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.17261037079839803
OTU_387,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_1182,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_368,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_676,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_1379,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus,unclassified Acidaminococcus,0,0,0,0.17261037079839803
OTU_380,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,unclassified Phascolarctobacterium,0,0,0,0.17261037079839803
OTU_962,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,0,0,0,0.17261037079839803
OTU_444,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Mogibacterium,unclassified Mogibacterium,0,0,0,0.17261037079839803
OTU_983,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.17261037079839803
OTU_1359,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.17261037079839803
OTU_634,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.17261037079839803
OTU_1109,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.17261037079839803
OTU_877,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.17261037079839803
OTU_599,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Anaerorhabdus,furcosa,0,0,0,0.17261037079839803
OTU_1260,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Anaerorhabdus,furcosa,0,0,0,0.17261037079839803
OTU_179,Tenericutes,RF3,ML615J-28,unclassified ML615J-28,unclassified ML615J-28,unclassified ML615J-28,0,0,0,0.17261037079839803
OTU_326,Tenericutes,RF3,ML615J-28,unclassified ML615J-28,unclassified ML615J-28,unclassified ML615J-28,0,0,0,0.17261037079839803
OTU_1365,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17261037079839803
OTU_490,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.17322153821221528
OTU_109,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified Peptostreptococcaceae,unclassified Peptostreptococcaceae,0,0,0,0.1740287383186604
OTU_321,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified Lactobacillus,0,0,0,0.1749660525932341
OTU_666,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified Corynebacterium,0,0,0,0.1749660525932341
OTU_605,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified Pseudomonas,0,0,0,0.1749660525932341
OTU_748,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.1770196803633208
OTU_385,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.17709325706396897
OTU_370,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.17714926035985093
OTU_850,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,unclassified Porphyromonas,0,0,0,0.17714926035985093
OTU_569,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.18089427649312068
OTU_1373,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,celatum,-2.70950030675198,0,0,0.183683484675598
OTU_429,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,formigenes,0,0,0,0.1846841973503129
OTU_572,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,unclassified Peptoniphilus,0,0,0,0.1849154733057996
OTU_159,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,colicanis,-2.70950030675198,0,0,0.1864175172595801
OTU_976,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.18761842772700804
OTU_519,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,unclassified Rikenellaceae,unclassified Rikenellaceae,0,0,0,0.1876287479489376
OTU_1005,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,unclassified Dialister,0,0,0,0.18922745019836293
OTU_175,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,0,0,0,0.18922745019836293
OTU_1003,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.18922745019836296
OTU_1307,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,paraputrificum,-2.70950030675198,0,0,0.19016336429691372
OTU_824,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.19016336429691377
OTU_74,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,adolescentis,0,0,0,0.19093028389182334
OTU_265,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,02d06,unclassified 02d06,0,0,0,0.19384611274136296
OTU_559,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Finegoldia,unclassified Finegoldia,0,0,0,0.19542638492604916
OTU_494,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,0,0,0,0.19603067359366855
OTU_110,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,unclassified Providencia,-2.05374891063182,0,0,0.19620005164379742
OTU_1328,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,freundii,-2.05374891063182,0,0,0.19620005164379742
OTU_856,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,kobei,-2.05374891063182,0,0,0.19640499947220189
OTU_628,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,asburiae,-2.05374891063182,0,0,0.19649885817526264
OTU_987,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,gordonii,0,1.95996398454005,0,0.19674348444179832
OTU_193,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,unclassified Parabacteroides,0,1.95996398454005,0,0.19674348444179834
OTU_875,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,difficile,-2.70950030675198,0,0,0.19705517360244146
OTU_711,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914263
OTU_1206,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914263
OTU_1119,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,unclassified Peptoniphilus,0,0,0,0.19879575545914263
OTU_660,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,unclassified Dysgonomonas,0,0,0,0.19879575545914263
OTU_684,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,gadei,0,0,0,0.19879575545914263
OTU_889,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Paraprevotella,unclassified Paraprevotella,0,0,0,0.19879575545914263
OTU_174,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,unclassified Prevotella,0,0,0,0.19879575545914263
OTU_1091,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,unclassified Prevotella,0,0,0,0.19879575545914263
OTU_1028,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_643,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1132,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1397,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_682,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_978,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1197,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_518,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_1062,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1063,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1361,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_350,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1120,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,unclassified Dialister,0,0,0,0.19879575545914266
OTU_166,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,unclassified Veillonellaceae,unclassified Veillonellaceae,0,0,0,0.19879575545914266
OTU_1240,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,bovis,0,0,0,0.19879575545914266
OTU_1356,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,unclassified Rummeliibacillus,0,0,0,0.19879575545914266
OTU_1033,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,unclassified Abiotrophia,0,0,0,0.19879575545914266
OTU_1391,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified Lactobacillus,0,0,0,0.19879575545914266
OTU_1188,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,unclassified Aerococcus,0,0,0,0.19879575545914266
OTU_1246,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Mogibacterium,unclassified Mogibacterium,0,0,0,0.19879575545914266
OTU_717,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.19879575545914266
OTU_1239,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.19879575545914266
OTU_335,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_632,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_234,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_728,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_1195,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_600,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_405,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_1205,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_431,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_168,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_890,Tenericutes,Mollicutes,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,unclassified Candidatus Izemoplasma,unclassified Candidatus Izemoplasma,0,0,0,0.19879575545914266
OTU_580,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,unclassified Erysipelotrichaceae,0,0,0,0.19879575545914266
OTU_741,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,RFN20,unclassified RFN20,0,0,0,0.19879575545914266
OTU_653,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,RFN20,unclassified RFN20,0,0,0,0.19879575545914266
OTU_296,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,RFN20,unclassified RFN20,0,0,0,0.19879575545914266
OTU_1075,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,unclassified Erysipelotrichaceae,0,0,0,0.19879575545914266
OTU_945,Cyanobacteria,Chloroplast,Streptophyta,unclassified Streptophyta,unclassified Streptophyta,unclassified Streptophyta,0,0,0,0.19879575545914266
OTU_1242,Cyanobacteria,Chloroplast,Streptophyta,unclassified Streptophyta,unclassified Streptophyta,unclassified Streptophyta,0,0,0,0.19879575545914266
OTU_360,Cyanobacteria,Candidatus Melainabacteria,Candidatus Gastranaerophilales,Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,0,0,0,0.19879575545914266
OTU_384,Cyanobacteria,Candidatus Melainabacteria,Candidatus Gastranaerophilales,Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,0,0,0,0.19879575545914266
OTU_291,Cyanobacteria,Candidatus Melainabacteria,Candidatus Gastranaerophilales,Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,0,0,0,0.19879575545914266
OTU_302,Cyanobacteria,Candidatus Melainabacteria,Candidatus Gastranaerophilales,Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,0,0,0,0.19879575545914266
OTU_69,Cyanobacteria,Candidatus Melainabacteria,Candidatus Gastranaerophilales,Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,unclassified Candidatus Gastranaerophilaceae,0,0,0,0.19879575545914266
OTU_163,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,D168,0,0,0,0.19879575545914266
OTU_298,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,nitroreducens,0,0,0,0.19879575545914266
OTU_475,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,unclassified Sutterella,0,0,0,0.19879575545914266
OTU_1270,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,unclassified Sutterella,0,0,0,0.19879575545914266
OTU_1143,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,unclassified Alicycliphilus,0,0,0,0.19879575545914266
OTU_358,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,cryaerophilus,0,0,0,0.19879575545914266
OTU_1093,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,unclassified Succinivibrio,0,0,0,0.19879575545914266
OTU_1250,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,thomasii,0,0,0,0.19879575545914266
OTU_185,Proteobacteria,Alphaproteobacteria,RF32,unclassified RF32,unclassified RF32,unclassified RF32,0,0,0,0.19879575545914266
OTU_359,Proteobacteria,Alphaproteobacteria,RF32,unclassified RF32,unclassified RF32,unclassified RF32,0,0,0,0.19879575545914266
OTU_113,Proteobacteria,Alphaproteobacteria,RF32,unclassified RF32,unclassified RF32,unclassified RF32,0,0,0,0.19879575545914266
OTU_157,Proteobacteria,Alphaproteobacteria,RF32,unclassified RF32,unclassified RF32,unclassified RF32,0,0,0,0.19879575545914266
OTU_786,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified Victivallaceae,unclassified Victivallaceae,0,0,0,0.19879575545914266
OTU_259,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified Victivallaceae,unclassified Victivallaceae,0,0,0,0.19879575545914266
OTU_806,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,unclassified Dehalobacteriaceae,unclassified Dehalobacteriaceae,0,0,0,0.19879575545914266
OTU_1380,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,unclassified Dehalobacterium,0,0,0,0.19879575545914266
OTU_709,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_803,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_830,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1374,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1226,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_1025,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales,0,0,0,0.19879575545914266
OTU_823,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_227,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_1010,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_554,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_687,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified Christensenellaceae,unclassified Christensenellaceae,0,0,0,0.19879575545914266
OTU_1217,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,fermentans,0,0,0,0.19879575545914266
OTU_1144,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified Sphingobacteriales,unclassified Sphingobacteriales,unclassified Sphingobacteriales,0,0,0,0.19879575545914266
OTU_1201,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.19879575545914266
OTU_275,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.19879575545914266
OTU_151,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.19879575545914266
OTU_470,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae,0,0,0,0.19879575545914266
