OTUname,phylum,class,order,family,genus,species,A,B,C,clFDR
OTU_1099,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_811,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_1393,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_1135,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_1231,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_1092,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,methylpentosum,-2.70950030675198,0,0,0.16842905442510242
OTU_527,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,unclassified Peptoniphilus,0,0,0,0.16939091589557473
OTU_652,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus,unclassified Anaerococcus,0,0,0,0.16939091589557473
OTU_181,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,unclassified Methanobrevibacter,0,0,0,0.17230868059236906
OTU_117,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,unclassified Erysipelotrichaceae,0,0,0,0.17246538912399234
OTU_679,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,unclassified Scardovia,0,0,0,0.172610370798398
OTU_895,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,durum,0,0,0,0.172610370798398
